phonetics_id,names,phonetics
237,shizuka,shee-ZOO-kah
238,hagel,HAY-gehl
239,ogechukwukama,Oh-geh-choo-kwoo-kah-mah
240,jacqueline,Zhahk-leen
241,sumaidy, soom-EYE-eed-eye
242,silva, SEEL-vah
243,usenov,OO-seh-nawf
244,senkevich,SEHN-kay-vihch
245,trisakti,tree-SAHK-tee
246,havel, HAH-vehl
247,rashi,rah-shee
248,aloizio,ah-loh-EE-zhoh
249,mohitpreet,Mo-hit-preet
250,jaroslaw,YAH-roh-swahv
251,dujana,doo-JAH-nah
252,solahuddin,soh-lah-hoo-DIHN
253,haruka,hah-roo-kah
254,ifeanyichukwu,Ee-feh-ahn-yee-choo-kwoo
255,gebre,geh-bre
256,wilders, WIHL-dehrs
257,karim,KA-reem
258,bernarda,behr-nahr-dah
259,ingraham, IHN-ghruhm
260,barnier, bahn-YAY
261,mutharika,moo-TAH-ree-kah
262,jasmeen,Jas-meen
263,vasso,VAH-so
264,kristovskis,krihs-TOHV-skihs
265,daryab,Dah-ryahb
266,wiesel, vee-ZEHL
267,kati,KAH-tee
268,ighnimat, ih-(gah)-nee-MAHT
269,corey,kor-ee
270,noura,NOOR-ah
271,hachani, HAH-shah-nee
272,usoro,Oo-soh-roh
273,kanellopoulos,kah-neh-LOH-poo-lohs
274,mwape, (m)WAH-pay
275,hamid,HAH-mihd
276,bhavesh,Bhah-vaysh
277,cabral, kah-BRAHL
278,gorm,GORM
279,azlan,ahz-lahn
280,chaudry,CHOW-dree
281,roshan,Row-shan
282,hayat,hah-yaht
283,kyprianou,kip-ree-AH-noo
284,essa,ESS-ah
285,dina,DEE-na
286,julie,JEW-lee
287,argana, ahr-GAHN-yah
288,atai,aht-EYE
289,aryan,ah-ree-yahn
290,brahimi, brah-HEE-mee
291,jens,YEHNS
292,chitransh,Cheet-rahnsh
293,manan,Muh-nuhn
294,kaiwen,Kigh-Wun
295,navinbhai,nah-veen-by
296,babis, Bob-ish
297,chibebe, chih-BEH-beh
298,kakudji, kah-KOO-jee
299,khairil,kahy-ree-il
300,stalin,STAH-lihn
301,christine,kris-teen
302,verheugen, fair-HOY-ghehn
303,eiravati,Ay-rah-vah-tee
304,gaston,Gah-stohn
305,mikelic, MEE-keh-lihch
306,wanida,wah-NEE-dah
307,banana, bah-NAH-nah
308,saidloo, sah-eed-LOO
309,zvinavashe, zee-nah-VAH-shay
310,salminen,SAL-mee-nen
311,florence,Flor-uhns
312,amgalanshagai,ahm-gah-lahn-shah-gai
313,maram,MAH-rahm
314,ghafoor,Ghah-foor
315,panni,paan-nee
316,pete,PEET
317,chaomin,Chow-Meen
318,georgiadis,yeh-OR-yah-dees
319,baba,BAH-BAH
320,hashim, hah-SHEEM
321,panagopoulos,pah-nah-go-POO-los
322,chikelu,chih-KAY-loo
323,borja, BOHR-hah
324,lamidi,lah-MEE-dee
325,eshaan,Eh-shahn
326,nagappa, nah-gah-PAH
327,kozyrev,KOH-zee-rehf
328,liban,LEE-bahn
329,zumel, soo-MEHL
330,ame,ah-meh
331,ramandeep,rah-man-deep
332,lifen,Lee-Fen
333,philine,fee-lee-neh
334,jigmeddorj,jeeg-mehd-dohrj
335,raymond,RAY-muhnd
336,lyubco,lee-YOOB-chaw
337,laimis,LY-mis
338,samphan,sahm-PAHN
339,boglárka,bohg-laar-kah
340,mais,MAYS
341,eliseu,eh-LEE-seh-ooh
342,vujicic, voy-EE-chihch
343,evangelos,eh-vahn-GEH-los
344,mustafa, moo-STAH-fah
345,dharmasaroja,tah-mah-sah-ROH
346,ernesto,ehr-NEHS-toh
347,marquez,MAHR-kehs
348,nasrullah,nahs-ROO-lah
349,tingfeng,Teeng-Fung
350,kaliova,kah-lee-oh-vah
351,ene,EH-neh
352,arne,AHR-nee
353,craig,Krayg
354,xhemajli, jeh-MAH-lee
355,marende,mah-REHN-day
356,hanegbi,hah-NEHG-bee
357,uraiwan,oo-RAI-wahn
358,ansa,AHN-sah
359,abeid,ah-BAYD
360,roxani,roks-AH-nee
361,liska, LEESH-kah
362,?evval,shev-vahl
363,gaganpreet,Gah-gahn-preet
364,leónidas,leh-oh-nee-dahs
365,paulius,POW-lee-oos
366,dong-shin,DAWNG-SHEEN
367,tungalag,toong-gah-lahg
368,djalil,jah-LEEL
369,rukhmandeep,Rukh-man-deep
370,kostakis,koh-STAH-kees
371,tavleen,Tahv-leen
372,ivone,ee-VO-neh
373,gurleen,Gur-leen
374,burnham, BERR-nehm
375,ekon,eh-kon
376,coralie,Koh-rah-lee
377,shashiashvili, shah-shee-ahsh-VEE-lee
378,ngozi,ngoh-zee
379,ghaida,GHAHY-dah
380,brazauskas,brah-ZAWS-kahs
381,obaidullah,ohb-eye-doo-LAH
382,maría,mah-ree-ah
383,motamed,moh-tah-MEHD
384,hashemi,hah-sheh-MEE
385,christopoulou,kris-toh-POO-loo
386,made,MAH-day
387,adhi,AH-dee
388,naja,NAH-yah
389,gülnur,gool-noor
390,florin,flaw-RIHN
391,eleftheriou,eh-lef-THEH-ree-oo
392,georgievski,GAY-ohrg-EE-ehv-skee
393,aristarkh,ah-rees-TAHRKH
394,quirino,kee-ree-noh
395,gaston,GAS-TAW
396,togadia,toh-GAH-dee-ah
397,jim,JIHM
398,aatu,AH-too
399,inyumba, ihn-YOOM-bah
400,avraham,ahv-rah-HAHM
401,elia,eh-lee-ah
402,giorgio,jor-jee-oh
403,niasse, nee-AHS
404,p?nar,puh-nahr
405,msuya,mm-SOO-yah
406,lijie,Lee-Jyeh
407,yudha,YOO-dhah
408,marylise,mah-rah-LEESS
409,dalal,DAH-lal
410,suraya,soo-rahy-ah
411,kaarina,KAH-ree-nah
412,anastassiades, ah-nahs-tahs-ee-YAH-dehs
413,thekla,THEK-lah
414,hijazi, hih-JAH-zee
415,gennady,gheh-NAH-dee
416,mwenda,mwehn-dah
417,fathi,FAH-thee
418,noura,NOO-ra
419,jeppe,YEP-peh
420,kaira,Kai-ruh
421,dervis, D-AIR-vihsh
422,rusnok,ROOS-nahk
423,agnelli,ahn-YEH-lee
424,voinovich,VOY-noh-vihch
425,mariam,MAHR-ee-ahm
426,ronja,ron-yah
427,josephine,joh-suh-feen
428,ragnar,rag-nahr
429,charbel,SHAR-bel
430,oday,OH-day
431,adeshina, ah-DAY-shihn
432,dingyi,Deeng-Yee
433,juan,Juan
434,tilda,teel-dah
435,olayemi,Oh-lah-yeh-mee
436,taj,TAHJ
437,konstantinidou,kon-stahn-tee-NEE-doo
438,sulejman,soo-LAY-mahn
439,fernandez, fehr-NAHN-dehs
440,aziza,Ah-zee-zah
441,astiz, ahs-TEES
442,jamila,zhah-MEE-lah
443,diana,dee-AH-nah
444,olafur,OH-lah-voor
445,bernanke,behr-NAN-kee
446,wajihuddin,vah-jee-oo-DEEN
447,chaigai,CHAHG-EYE
448,eitan,AY-tahn
449,willow,Wi-loh
450,singson,SIHNG-suhn
451,hanna,hah-nah
452,chkhobadze,ch-koh-BAHD-zeh
453,elizardo,eh-lee-SAHR-doh
454,tariq,Tah-reek
455,mariano,mah-ree-ah-noh
456,belinda,beh-leen-dah
457,singson, SIHNG-suhn
458,nikolic, NEE-koh-lihch
459,kalejs, KAH-lays
460,gregorio,greh-GOHR-ee-oh
461,wajih,wah-JEEH
462,tichaona,tee-CHOW-oo-nah
463,tejas,Tay-jas
464,mariga,mah-REE-gah
465,raed,ray-ED
466,mantassir, MAHN-tah-seer
467,sirus,see-ROOS
468,naidu,N-EYE-doo
469,miyanda,mee-AND-ah
470,jan, JAHN
471,john,JAHN
472,kalniete, KAHL-nee-eh-tay
473,nsibambi, see-BAHM-bee
474,kanishka,Kuh-nish-kuh
475,bem,BEHM
476,sayyed,SAH-yehd
477,carabinieri,kah-rah-been-YEH-ree
478,salo,SAH-lo
479,samu,sah-moo
480,khrushchev, kroosh-CHAWF
481,samina,sah-MEE-nah
482,vaishali,Vay-shah-lee
483,tamires,tah-MEE-res
484,ulrikke,OOL-rik-keh
485,rychetsky,REE-heht-skee
486,memene, meh-MEHN-ee
487,bagapsh, bah-GAHPSH
488,odilón,oh-dee-lohn
489,dilsher,Dil-shehr
490,angelica,ahn-jeh-lee-kah
491,sarishvili, sah-reesh-VEE-lee
492,thitiphan,tee-tee-PAHN
493,gerberding,GRR-brr-deeng
494,ulmanis,OOL-mah-nihs
495,jankovic, YAHN-koh-vitch
496,keshav,Ke-shav
497,dina,DEE-nuh
498,ndungu,nduhng-goo
499,mpho,em-poh
500,illiya,ih-LEE-yah
501,ingabire, een-GAHB-ee-ray
502,djurovic,JOO-roh-vihch
503,solzhenitsyn,sohl-zheh-NEET-sehn
504,pineda,pee-NAY-dah
505,jokela,YOH-keh-lah
506,débora,deh-boh-rah
507,radmanovic, rahd-MAHN-oh-vihch
508,koizumi,koh-ee-zoo-mee
509,roozi,ROO-zee
510,bono, BOH-noh
511,zebari,zay-BAH-ree
512,ioannidou,yo-AH-nee-doo
513,shantelle,shuhn-TEL
514,lazarevic,lah-ZAH-reh-vihch
515,kiran,kee-rahn
516,tuvshintur,toov-sheen-toor
517,wisniewski, veesh-N-YEHF-skee
518,somare,soh-MAH-ray
519,tolani,Toh-lah-nee
520,imran,ihm-RAHN
521,lyvia,LIV-ee-uh
522,saad,sah-AHD
523,sutarto, soo-TAHR-toh
524,murugi,moo-roo-gee
525,leena,LAY-nah
526,abdelsalam,ab-del-sah-LAM
527,harsha,Hahr-shah
528,dong, DAWNG
529,gezira,JUH-ZEER-RAH
530,bassam,BA-sam
531,zhakiyanovis,zhah-kee-YAH-noh-vees
532,tarar,tah-RAHR
533,anansi,ah-nahn-see
534,lysandre,Lee-sahn-dr
535,alliluyeva, ah-lee-LYOO-eh-vah
536,wenhao,Wuhn-How
537,plame, PLAY-M
538,gage,gayj
539,viren,Vi-ren
540,kobi,KOH-bee
541,maximilian,mahk-see-mee-lee-ahn
542,smit,smit
543,ilaitia,ee-lay-tee-ah
544,benjamin,BEHN-jah-mehn
545,noriega, nohr-ee-A-gah
546,shaath, SHAH-AHTH
547,diyana,dee-yah-nah
548,mueller,MOO-lehr
549,karanveer,Ka-ran-veer
550,katherine,kath-uh-reen
551,hajnalka,hay-nahl-kah
552,thavorn,tah-vawn
553,abdel,ahb-DEL
554,janez,YAH-nehz
555,amado,ah-MAH-doo
556,julian,who-lee-AN
557,roshni,RUSH-nee
558,iveta,ee-VEH-tah
559,pawlak, PAHV-lahk
560,jasleen,Jas-leen
561,diksha,Dik-shaa
562,ogechukwu,Oh-geh-choo-kwoo
563,ambika,Am-bi-ka
564,tripatnoor,tree-pat-noor
565,mekhael,MEK-ha-el
566,michal,MEE-kahl
567,emilie,eh-muh-lee
568,lukic, LOO-kihch
569,argandepour,ahr-gahn-dee-POOR
570,ghassan,GHASS-an
571,lenge,LEHN-geh
572,taras,tah-RAHS
573,iajuddin,ee-ah-joo-DEEN
574,heloise,Eh-loh-eez
575,koivu,KOY-voo
576,christian,kris-chan
577,lebranchu,luh-brah(n)-SHOO
578,medojevic, meh-DOY-eh-vihch
579,borislav,BAW-ih-slahv
580,sergeyev, sir-GAY-ehf
581,kantar,kahn-TAHR
582,freimut,FR-EYE-moot
583,hsiang, SHAHNG
584,heinz,H-EYE-NTSS
585,souflias, soo-flee-AHSS
586,saibou,SAY-boo
587,qassem,KAH-sem
588,azizuddin, ah-zee-zoo-DEEN
589,rungthip,roong-thip
590,radha,Rah-dah
591,ntuyahaga,nn-too-yah-HAH-gah
592,görkem,gur-kehm
593,shreya,Shray-yuh
594,johanns, JOH-hans
595,falae, FAHL-eye
596,rasmus,RAS-mus
597,dhoinine, dwah-hee-NEE-nee
598,maximina,mahk-see-mee-nah
599,nieminen,NEE-mee-nen
600,jyotsna,Jyo-ts-na
601,adanech,ah-dah-nekh
602,husni,HOOS-nee
603,dominik,doh-MIN-ik
604,gilauri, ghee-lah-OO-ree
605,bonfoh,BOHN-foh
606,chizaram,Chee-zah-rahm
607,hanul,Hah-noohl
608,se-hyun,SAY
609,kiratveer,Kee-raht-veer
610,erdnemunkh,ehrd-neh-moonkh
611,kaia,Kai-ah
612,yashika,Yah-shee-kuh
613,maximo,mahk-see-moh
614,ivan,EE-VAHN
615,uribe,oo-REE-bay
616,ntaganda,(n)-tah-GAHN-dah
617,saurav,Sow-ruhv
618,pernille,pehr-NIL-leh
619,privert,pree-V-AIR
620,hashemi, hah-sheh-MEE
621,ducic,DOO-chihch
622,taehyun,Tay-hyun
623,panic,PAH-nihch
624,inouye,ee-NOH-way
625,vikramjeet,Vik-ram-jeet
626,georgios,YOR-ghee-os
627,lounes,LOO-nehs
628,khvostov,kvaws-TAWF
629,shastri, SHAHS-tree
630,chloe,Kloh-ay
631,yanagisawa, yah-nah-ghee-SAH-wah
632,sigurdardottir, sih-goor-dahr-DAW-teer
633,dahlan, dah-LAHN
634,adesola,Ah-deh-soh-lah
635,marios,MAH-ree-ohs
636,evelynn,ee-vuh-lin
637,sysuyev,sih-SOO-yehf
638,duncan,DUHN-kahn
639,palocci,pah-LAH-chee
640,ugaas,OO-gaas
641,uluilakeba,oo-loo-ee-lah-keh-bah
642,zeinab,ZAY-nab
643,mátyás,maa-tyaash
644,ariel,ah-ree-ehl
645,radovan,RAH-doh-vahn
646,amir,AH-meer
647,chhavi,Chhuh-vee
648,tarique,tuh-REEK
649,larranaga,lah-rahn-YAH-gah
650,ingushetia,ihn-goo-SHEH-tee-ah
651,eklavya,Ehk-luhv-yah
652,abu,AH-boo
653,tyrell,TY-rehl
654,babayan,bah-bah-YAHN
655,kazibwe,kah-ZEEB-weh
656,jose,ZHOH-zay
657,harini,Hah-ree-nee
658,halevy, hah-LAY-vee
659,nyawira,nyah-WEE-rah
660,mailys,My-lees
661,okonkwo,oh-KAHN-koh
662,basim,BAH-seem
663,karan,Kaa-ran
664,tyszkiewicz, TIHSH-kay-vihch
665,rusesabagina, roo-seh-sah-bah-GHEE-nah
666,rongxin,Rohng-Sheen
667,halili, hah-LEE-lee
668,wensheng,wuhn-shuhn(g)
669,rihab,REE-hab
670,potebenko,poh-teh-BEHN-kaw
671,ranveer,ran-veer
672,ifetayo,ee-feh-tah-yoh
673,jaguda, yah-GOO-dah
674,rolando,roh-LAHN-doh
675,julien,Joo-lee-en
676,mingzhe,Meeng-Jr
677,haniyeh, hah-NEE-ah
678,meir,may-EER
679,ratu,rah-too
680,baheer, bah-HEER
681,khatoon,Kah-toon
682,cholponbayev,chohl-pahn-B-EYE-ehf
683,demaci, dee-MAH-chee
684,anujith,Ah-noo-jith
685,chirac,SHEE-RAHK
686,tembo,TEM-boh
687,labunets, lah-boo-NEHTS
688,grayson,GRAY-sun
689,zilda,ZEEL-dah
690,forouhar, foor-oo-HAHR
691,tajernia, tah-jehr-nee-AH
692,chokri,SHOO-KREE
693,satnam,Saht-nahm
694,dev,Dev
695,ibadan,ee-BAHD-n
696,nayyouf, nah-YOOF
697,vlachodimos,vlah-kho-DEE-mos
698,federica,feh-deh-ree-kah
699,supriya,Suh-pree-yuh
700,julio,ZHOO-lee-oh
701,boluwatife,Boh-loo-wah-tee-feh
702,terreblanche, TEH-reh-blahn-ch
703,saeb,SAH-EHB
704,ezzat,ez-ZAHT
705,anya,Ah-nyah
706,lazarevic, lah-ZAH-reh-vihch
707,njeri,njay-ree
708,hui, HWAY
709,evgeny,YEV-geh-nee
710,mohammadi,moh-hah-mah-DEE
711,anping,Ahn-Ping
712,majed,MA-jed
713,bahia,BA-hee-a
714,babis,BAH-bees
715,vincenzo,veen-chen-tsoh
716,ganic,GAH-neech
717,david,DAH-veet
718,martina,mar-tee-nah
719,corina,koh-ree-nuh
720,yushchenko,YOOSH-chehn-kaw
721,gurveen,Gur-veen
722,verhofstadt, vehr-HAWF-stahdt
723,marat,MAH-raht
724,mottaki,moh-tah-KEE
725,temitope,Teh-mee-toh-peh
726,ekin,eh-keen
727,alhassan,Al-hahs-sahn
728,kanchana,kahn-chah-nah
729,caolei,Tsow-Lay
730,celso,SEL-so
731,akinwunmi,Ah-keen-woon-mee
732,eshika,Eh-shee-kuh
733,oluwafunmilayo,Oh-loo-wah-foon-mee-lah-yoh
734,rasteghar, rahs-teh-GAHR
735,tsutomu,tsoo-TOH-moo
736,biden, B-EYE-dehn
737,manish,Muh-neesh
738,falak,Fah-lahk
739,kidist,kee-deest
740,meital,MEY-tahl
741,pfebve,FEH-vay
742,jalila,jah-LEE-lah
743,eido, EE-doh
744,rodolfa,roh-dohl-fah
745,brigette,brih-jet
746,horie,hohr-ee-EH
747,yurena,yoo-reh-nah
748,candelaria,kahn-deh-lah-ree-ah
749,ebadi,eh-baw-DEE
750,bett,bet
751,francics,FRAHN-cheesk
752,evo,A-voh
753,kreitzberg,KRAYTS-behrg
754,upneet,up-neetsing
755,lakhbir,Lahk-bir
756,valentin,vah-len-teen
757,ognjanovic,awg-NYAHN-oh-vihch
758,arseniy,AHR-see-nee
759,guoli,Gwor-Lee
760,veerapat,vee-rah-paht
761,hobeika, hoh-BAY-keh
762,ismaciil,ees-mah-CEEL
763,dinknesh,deen-knehsh
764,kubis,KOO-beesh
765,miller,MIHL-air
766,aklilu,ahk-lee-loo
767,paksas, PAHK-sahs
768,ramzi,RAM-zee
769,odelia,oh-deh-LEE-ah
770,karapetyan,kah-rah-PEHT-yahn
771,amgalanbaatar,ahm-gah-lahn-baah-tahr
772,wine,wyne
773,mantega, MAHN-teh-gah
774,zsolt,zholt
775,khashba,KAHZH-bah
776,mirella,mee-REL-lah
777,inosi,ee-noh-see
778,adele,Ah-del
779,polisario,poh-lee-SAH-ree-oh
780,anneli,AHN-neh-lee
781,bakhtullah,Bakht-ool-lah
782,tasharna,tuh-SHAHR-nuh
783,panagiotarou,pah-nah-yoh-TAH-roo
784,tarun,tuh-roon
785,doumbia,DOOM-bee-ah
786,fathima,FAH-tee-mah
787,salim,sah-LEEM
788,kucan,KOO-chahn
789,sattar,sah-TAHR
790,aakash,ah-KASH
791,abdurrahman,ahb-doo-RAH-MAHN
792,miljus,MEEL-yoosh
793,biniam,bee-nee-ahm
794,baluyevski, bah-loo-YEHV-skee
795,ablyazov, ahb-LYAH-zawf
796,niinistö,NEE-nees-toh
797,kazantsev,kah-ZAHNT-sehf
798,mandelson, MAN-dehl-suhn
799,zainab,ZAH-ee-nab
800,uriel,oo-ree-ehl
801,jana,yah-nah
802,nellore,neh-LOHR
803,bakayoko,bah-kah-YOH-koh
804,tanaka,TAH-NAH-KAH
805,oluwatofunmi,Oh-loo-wah-toh-foon-mee
806,juozas,yoh-AH-zahs
807,urmi,Oor-mee
808,chidubem,Chee-doo-bem
809,panjun,Pahn-Joon
810,bar??,bah-ruhsh
811,kaiya,kai-yah
812,hamadi,hah-mah-DEE
813,sebastian,suh-BAS-chuhn
814,abisala, ah-BIH-shah-lah
815,kajal,Ka-jal
816,hannan,Han-an
817,kiszczak, KEESH-chahk
818,mukhamejanov, moo-kah-meh-ZHAH-nawf
819,erna,air-nah
820,ouli,Oh-Lee
821,plyush,PLYOOSH-CH
822,ningsih,NING-see
823,warsan,WAR-sahn
824,krisztina,kris-tee-nah
825,qarni,KAHR-nee
826,vlasis,VLAH-sees
827,elhadi,el-HAH-dee
828,nilda,NEEL-dah
829,erica,EH-ri-ka
830,wanjiru,wan-JEE-roo
831,trevan,TREH-van
832,tanmay,Tahn-my
833,abiyev, ah-BEE-ehv
834,tarar, tah-RAHR
835,thebe,teh-beh
836,demirel, DEH-mee-rehl
837,ivanovich,ee-VAH-noh-vich
838,rilwanu,rihl-WAH-noo
839,zenebech,zeh-neh-bech
840,rosenthal, ROH-sehn-tahl
841,ghotbzadeh, haht-bzah-DEH
842,necdet,NEHJ-deht
843,fabien,Fah-bee-ahn
844,angel-lynn,AN-jelLIN
845,isolde,ee-sohl-duh
846,garre,GAH-reh
847,komsic, KOHM-sheech
848,talal,TAH-lahl
849,guhaad,goo-HAHD
850,hidipo,hee-DEE-poh
851,rima,REE-ma
852,theofanous,theh-oh-FAH-noos
853,yevhen,yehv-HEHN
854,khalif, hah-LEEF
855,abante, ah-BAHN-tay
856,abdirahman,ab-DEERrah-MAHN
857,bazargan, bah-zahr-GAHN
858,nefeli,neh-FEH-lee
